filename,site_group,original_seconds,original_minutes,cut47_seconds,cut47_minutes,cut_deficit_to_47min_seconds,cut_deficit_to_47min_minutes
20241210-milimani-fischmix.csv,coral_reef,3487.9134489,58.131890815,3390.0413677,56.50068946166667,-570.0413677000001,-9.500689461666669
20241210-utumbi-fischmix.csv,coral_reef,3512.860791,58.54767985,2791.7737725,46.529562875,28.226227499999823,0.47043712499999707
20240106-nursery-mackerel.csv,nursery,528.83204,8.813867333333333,528.83204,8.813867333333333,2291.1679599999998,38.186132666666666
20240108-nursery-control.csv,nursery,531.380934,8.8563489,531.380934,8.8563489,2288.619066,38.14365110000001
20240223-nursery-mackerel.csv,nursery,531.562,8.859366666666666,523.079321,8.717988683333335,2296.920679,38.28201131666666
20241126-nursery-mackerel.csv,nursery,660.011122,11.000185366666667,660.011122,11.000185366666667,2159.988878,35.99981463333334
20241204-nursery-algae_strings.csv,nursery,3308.676293,55.144604883333336,2195.581182,36.5930197,624.4188180000001,10.406980300000003
20241205-nursery-algae_strings.csv,nursery,3365.849289,56.097488150000004,2660.440882,44.340681366666665,159.55911800000013,2.6593186333333354
20241206-nursery-algae_strings.csv,nursery,3579.677766,59.661296099999994,2629.131176,43.81885293333333,190.86882400000013,3.181147066666669
20241208-nursery-algaemix.csv,nursery,3389.1639678,56.486066130000005,2777.1549682,46.285916136666664,42.845031800000015,0.7140838633333336
20241209-nursery-algaemix.csv,nursery,3038.376665,50.63961108333333,2554.883303,42.58138838333333,265.11669699999993,4.418611616666666
20241210-nursery-algaemix.csv,nursery,3583.768753,59.72947921666666,2236.742633,37.27904388333333,583.2573670000002,9.720956116666668
20251212-nursery-mackerel.csv,nursery,531.562,8.859366666666666,531.562,8.859366666666666,2288.438,38.140633333333334
