video_annotation_label_id,label_name,label_hierarchy,frames
3298636,Indian Half-and-Half (Pycnochromis dimidiatus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Indian Half-and-Half (Pycnochromis dimidiatus),[202.7313429]
3298637,Indian Half-and-Half (Pycnochromis dimidiatus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Indian Half-and-Half (Pycnochromis dimidiatus),[202.7313429]
3298638,Indian Half-and-Half (Pycnochromis dimidiatus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Indian Half-and-Half (Pycnochromis dimidiatus),[202.7313429]
3298639,Indian Half-and-Half (Pycnochromis dimidiatus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Indian Half-and-Half (Pycnochromis dimidiatus),[202.7313429]
3298640,Indian Half-and-Half (Pycnochromis dimidiatus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Indian Half-and-Half (Pycnochromis dimidiatus),[202.7313429]
3298641,Indian Half-and-Half (Pycnochromis dimidiatus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Indian Half-and-Half (Pycnochromis dimidiatus),[202.7313429]
3298642,Indian Half-and-Half (Pycnochromis dimidiatus),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Indian Half-and-Half (Pycnochromis dimidiatus),[202.7313429]
3298644,Bird wrasse (Gomphosus caeruleus),Wrasses > Wrasses (Labridae) > Bird wrasse (Gomphosus caeruleus),[234.13654197501182]
3298645,Disappearing (Pseudocheilinus evanidus),Wrasses > Wrasses (Labridae) > Disappearing (Pseudocheilinus evanidus),[239.6653132939932]
3298646,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[245.17512182499775]
3298647,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[245.17512182499775]
3298648,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[245.17512182499775]
3298649,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[245.17512182499775]
3298650,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[245.17512182499775]
3298651,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[245.17512182499775]
3298652,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[245.1751218]
3298654,Speckled (Parapercis hexophthalma),Elongate Sand & Burrow Dwellers > Sandperches (Pinguipedidae) > Speckled (Parapercis hexophthalma),[285.3678830009899]
3298655,Bicolor (Labroides bicolor),Wrasses > Wrasses (Labridae) > Bicolor (Labroides bicolor),[320.9080275960076]
3298658,Groupers (Serranidae),Heavy Bodies/Large Lips > Groupers (Serranidae),[362.5420234346659]
3298659,Groupers (Serranidae),Heavy Bodies/Large Lips > Groupers (Serranidae),[362.5420234346659]
3298662,Five-saddle (Scarus saber),Parrotfishes > Parrotfishes (Scaridae) > Five-saddle (Scarus saber),[422.61969048666094]
3298663,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[426.73628080233357]
3298664,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[426.73628080233357]
3298665,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[426.73628080233357]
3298666,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[426.73628080233357]
3298667,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[426.73628080233357]
3298668,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[426.73628080233357]
3298669,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[426.73628080233357]
3298670,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[426.73628080233357]
3298671,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[426.73628080233357]
3298672,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[426.73628080233357]
3298673,Genus Caesio,Slender Schoolers/Colourful > Fusiliers (Caesionidae) > Genus Caesio,[426.73628080233357]
3298677,Bullethead (Chlorurus sordidus),Parrotfishes > Parrotfishes (Scaridae) > Bullethead (Chlorurus sordidus),[432.6202563966664]
3298678,Bullethead (Chlorurus sordidus),Parrotfishes > Parrotfishes (Scaridae) > Bullethead (Chlorurus sordidus),[432.6202563966664]
3298680,Leopard (Cephalopholis leopardus),Heavy Bodies/Large Lips > Groupers (Serranidae) > Leopard (Cephalopholis leopardus),[458.28354956799024]
3298681,Leopard (Cephalopholis leopardus),Heavy Bodies/Large Lips > Groupers (Serranidae) > Leopard (Cephalopholis leopardus),[458.28354956799024]
3298682,Black-lipped (Chaetodon kleinii),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Black-lipped (Chaetodon kleinii),[463.4376320796673]
3299148,Black-lipped (Chaetodon kleinii),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Black-lipped (Chaetodon kleinii),[471.74356234899403]
3299149,Black-lipped (Chaetodon kleinii),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Black-lipped (Chaetodon kleinii),[471.74356234899403]
3299151,Black-lipped Feeding,Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Black-lipped (Chaetodon kleinii) > Black-lipped Feeding,[489.9408343863329]
3299152,Black-lipped Feeding,Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Black-lipped (Chaetodon kleinii) > Black-lipped Feeding,[489.9408343863329]
3299157,Longbarbel (Parupeneus macronemus),Odd-shaped Swimmers > Goatfishes (Mullidae) > Longbarbel (Parupeneus macronemus),[519.6061115039932]
3299158,Longbarbel (Parupeneus macronemus),Odd-shaped Swimmers > Goatfishes (Mullidae) > Longbarbel (Parupeneus macronemus),[519.6061115039932]
3299159,Longbarbel (Parupeneus macronemus),Odd-shaped Swimmers > Goatfishes (Mullidae) > Longbarbel (Parupeneus macronemus),[519.6061115039932]
3299160,Longbarbel (Parupeneus macronemus),Odd-shaped Swimmers > Goatfishes (Mullidae) > Longbarbel (Parupeneus macronemus),[519.6061115039932]
3299161,Longbarbel (Parupeneus macronemus),Odd-shaped Swimmers > Goatfishes (Mullidae) > Longbarbel (Parupeneus macronemus),[519.6061115039932]
3299162,Longbarbel (Parupeneus macronemus),Odd-shaped Swimmers > Goatfishes (Mullidae) > Longbarbel (Parupeneus macronemus),[519.6061115039932]
3299163,Longbarbel (Parupeneus macronemus),Odd-shaped Swimmers > Goatfishes (Mullidae) > Longbarbel (Parupeneus macronemus),[519.6061115039932]
3299164,Longbarbel (Parupeneus macronemus),Odd-shaped Swimmers > Goatfishes (Mullidae) > Longbarbel (Parupeneus macronemus),[519.6061115039932]
3299165,Longbarbel (Parupeneus macronemus),Odd-shaped Swimmers > Goatfishes (Mullidae) > Longbarbel (Parupeneus macronemus),[519.6061115039932]
3299169,Indian Redfin (Chaetodon trifasciatus),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Indian Redfin (Chaetodon trifasciatus),[523.7023452860033]
3299174,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[650.6553458323305]
3299175,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[650.6553458323305]
3299176,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[650.6553458323305]
3299177,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[650.6553458323305]
3299178,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[650.6553458323305]
3299179,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[650.6553458323305]
3299180,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[650.6553458323305]
3299181,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[650.6553458323305]
3299182,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[650.6553458323305]
3299183,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[650.6553458323305]
3299184,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[650.6553458323305]
3299186,Red Interested,Sloping Heads > Snappers (Lutjanidae) > Red (Lutjanus bohar) > Red Interested,[744.1657984030022]
3299188,Threadfin (Chaetodon auriga),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Threadfin (Chaetodon auriga),[761.0909036423334]
3299189,Threadfin (Chaetodon auriga),Disk-shaped/Colourful > Butterflyfishes (Chaetodontidae) > Threadfin (Chaetodon auriga),[761.0909036423334]
3299190,Brown Tang (Zebrasoma scopas),Large Ovals > Surgeonfishes (Acanthuridae) > Brown Tang (Zebrasoma scopas),[783.4553020753316]
3299191,Paletail Unicorn (Naso brevirostris),Large Ovals > Surgeonfishes (Acanthuridae) > Paletail Unicorn (Naso brevirostris),[794.4319124023335]
3299192,Black Saddled Toby (Canthigaster valentini),Odd-shaped Swimmers > Puffers (Tetraodontidae) > Black Saddled Toby (Canthigaster valentini),[801.2549608583282]
3299193,Genus Soldier (Myripristis),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Soldier (Myripristis),[868.6755340743276]
3299194,Genus Soldier (Myripristis),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Soldier (Myripristis),[868.6755340743276]
3299195,Genus Chromis,Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Genus Chromis,[879.4504780766629]
3299196,Genus Chromis,Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Genus Chromis,[879.4504780766629]
3299197,Genus Chromis,Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Genus Chromis,[879.4504780766629]
3299198,Genus Chromis,Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Genus Chromis,[879.4504780766629]
3299199,Genus Chromis,Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Genus Chromis,[879.4504780766629]
3299200,Genus Chromis,Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Genus Chromis,[879.4504780766629]
3302943,Red Feeding,Sloping Heads > Snappers (Lutjanidae) > Red (Lutjanus bohar) > Red Feeding,[1058.399866572]
3302962,Sixbar (Thalassoma hardwicke),Wrasses > Wrasses (Labridae) > Sixbar (Thalassoma hardwicke),[1126.3857490153343]
3302973,Regal (Pygoplites diacanthus),Disk-shaped/Colourful > Angelfishes (Pomacanthidae) > Regal (Pygoplites diacanthus),[1145.286852560668]
3302974,Regal (Pygoplites diacanthus),Disk-shaped/Colourful > Angelfishes (Pomacanthidae) > Regal (Pygoplites diacanthus),[1145.286852560668]
3302979,Moorish Idol (Zanclus cornutus),Large Ovals > Moorish Idol (Zanclidae) > Moorish Idol (Zanclus cornutus),[1194.5912848906855]
3302980,Moorish Idol (Zanclus cornutus),Large Ovals > Moorish Idol (Zanclidae) > Moorish Idol (Zanclus cornutus),[1194.5912848906855]
3302981,Moorish Idol (Zanclus cornutus),Large Ovals > Moorish Idol (Zanclidae) > Moorish Idol (Zanclus cornutus),[1194.5912848906855]
3302982,Moorish Idol (Zanclus cornutus),Large Ovals > Moorish Idol (Zanclidae) > Moorish Idol (Zanclus cornutus),[1194.5912848906855]
3302997,Red-breasted (Cheilinus fasciatus),Wrasses > Wrasses (Labridae) > Red-breasted (Cheilinus fasciatus),[1238.9991609990202]
3303043,Wrasses (Labridae),Wrasses > Wrasses (Labridae),[1267.8422995113267]
3303044,Wrasses (Labridae),Wrasses > Wrasses (Labridae),[1267.8422995113267]
3303162,Wrasses (Labridae),Wrasses > Wrasses (Labridae),[1305.1496206360075]
3303201,Blue-streak (Labroides dimidiatus),Wrasses > Wrasses (Labridae) > Blue-streak (Labroides dimidiatus),[1307.438151391]
3303248,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[1327.4736947086749]
3303251,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[1327.4736947086749]
3303252,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[1327.4736947086749]
3303253,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[1327.4736947086749]
3303257,Genus Squirrel (Sargocentron),Reddish/Big Eyes > Soldier-&Squirrelfishes (Holocentridae) > Genus Squirrel (Sargocentron),[1327.4736947]
3304480,Humpback Unicorn (Naso brachycentron),Large Ovals > Surgeonfishes (Acanthuridae) > Humpback Unicorn (Naso brachycentron),[1383.1941119199955]
3304550,Bullethead (Chlorurus sordidus),Parrotfishes > Parrotfishes (Scaridae) > Bullethead (Chlorurus sordidus),[1483.600915361]
3304551,Bullethead (Chlorurus sordidus),Parrotfishes > Parrotfishes (Scaridae) > Bullethead (Chlorurus sordidus),[1483.600915361]
3304552,Bullethead (Chlorurus sordidus),Parrotfishes > Parrotfishes (Scaridae) > Bullethead (Chlorurus sordidus),[1483.600915361]
3304553,Bullethead (Chlorurus sordidus),Parrotfishes > Parrotfishes (Scaridae) > Bullethead (Chlorurus sordidus),[1483.600915361]
3304575,Swarthy (Scarus niger),Parrotfishes > Parrotfishes (Scaridae) > Swarthy (Scarus niger),[1578.74224887733]
3304584,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304585,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304586,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304587,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304588,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304589,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304590,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304591,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304592,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304593,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304594,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304595,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304596,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304597,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304598,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304599,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3304600,Parrotfishes (Scaridae),Parrotfishes > Parrotfishes (Scaridae),[1633.7876582790032]
3325727,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325728,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325729,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325730,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325731,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325732,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325733,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325734,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325735,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325736,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325737,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325738,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325739,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325740,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325741,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325742,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325743,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325744,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325745,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325746,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325747,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325748,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325749,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325750,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
3325751,Blue-green (Chromis viridis),Small Ovals - Damselfishes > Damselfishes (Pomacentridae) > Blue-green (Chromis viridis),[1650.772047994]
