taxon_key,koeder,n_videos,n_present,occurrence_rate,mean_maxn,median_maxn,std_maxn,max_maxn
genus::genus squirrel,ulva_gutweed,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
genus::genus squirrel,ulva_salad,4,0,0.0,0.0,0.0,0.0,0.0
label::stomatapoda,control,3,0,0.0,0.0,0.0,0.0,0.0
label::stomatapoda,fischmix,1,0,0.0,0.0,0.0,0.0,0.0
label::stomatapoda,mackerel,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
label::stomatapoda,sargassum,3,0,0.0,0.0,0.0,0.0,0.0
label::stomatapoda,ulva_gutweed,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
label::stomatapoda,ulva_salad,4,0,0.0,0.0,0.0,0.0,0.0
species::arabian monocle (scolopsis ghanam),control,3,0,0.0,0.0,0.0,0.0,0.0
species::arabian monocle (scolopsis ghanam),fischmix,1,0,0.0,0.0,0.0,0.0,0.0
species::arabian monocle (scolopsis ghanam),mackerel,3,1,0.3333333333333333,0.6666666666666666,0.0,1.1547005383792517,2.0
species::arabian monocle (scolopsis ghanam),sargassum,3,0,0.0,0.0,0.0,0.0,0.0
species::arabian monocle (scolopsis ghanam),ulva_gutweed,3,0,0.0,0.0,0.0,0.0,0.0
species::arabian monocle (scolopsis ghanam),ulva_salad,4,0,0.0,0.0,0.0,0.0,0.0
species::axilspot hogfish (bodianus axillaris),control,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
species::axilspot hogfish (bodianus axillaris),fischmix,1,1,1.0,2.0,2.0,0.0,2.0
species::axilspot hogfish (bodianus axillaris),mackerel,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
species::axilspot hogfish (bodianus axillaris),sargassum,3,3,1.0,2.0,2.0,1.0,3.0
species::axilspot hogfish (bodianus axillaris),ulva_gutweed,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
species::axilspot hogfish (bodianus axillaris),ulva_salad,4,4,1.0,1.0,1.0,0.0,1.0
species::barred (hemigymnus fasciatus),control,3,3,1.0,1.0,1.0,0.0,1.0
species::barred (hemigymnus fasciatus),fischmix,1,1,1.0,2.0,2.0,0.0,2.0
species::barred (hemigymnus fasciatus),mackerel,3,3,1.0,1.6666666666666667,1.0,1.1547005383792517,3.0
species::barred (hemigymnus fasciatus),sargassum,3,2,0.6666666666666666,1.0,1.0,1.0,2.0
species::barred (hemigymnus fasciatus),ulva_gutweed,3,3,1.0,1.0,1.0,0.0,1.0
species::barred (hemigymnus fasciatus),ulva_salad,4,3,0.75,1.0,1.0,0.816496580927726,2.0
