taxon_key,koeder_a,koeder_b,n_a,n_b,mean_a,mean_b,u_stat,p_value,p_value_holm_within_taxon,p_value_bh_within_taxon,significant_holm_within_taxon,significant_bh_within_taxon
species::goldbar (thalassoma hebraicum),control,ulva_salad,3,4,0.0,0.0,6.0,1.0,1.0,1.0,False,False
species::goldbar (thalassoma hebraicum),fischmix,mackerel,1,3,1.0,0.6666666666666666,2.0,1.0,1.0,1.0,False,False
species::goldbar (thalassoma hebraicum),fischmix,sargassum,1,3,1.0,0.0,3.0,0.24821307898992362,1.0,0.9307990462122135,False,False
species::goldbar (thalassoma hebraicum),fischmix,ulva_gutweed,1,3,1.0,0.0,3.0,0.24821307898992362,1.0,0.9307990462122135,False,False
species::goldbar (thalassoma hebraicum),fischmix,ulva_salad,1,4,1.0,0.0,4.0,0.13361440253771614,1.0,0.9307990462122135,False,False
species::goldbar (thalassoma hebraicum),mackerel,sargassum,3,3,0.6666666666666666,0.0,6.0,0.5049850750938458,1.0,0.946847015800961,False,False
species::goldbar (thalassoma hebraicum),mackerel,ulva_gutweed,3,3,0.6666666666666666,0.0,6.0,0.5049850750938458,1.0,0.946847015800961,False,False
species::goldbar (thalassoma hebraicum),mackerel,ulva_salad,3,4,0.6666666666666666,0.0,8.0,0.3864762307712327,1.0,0.946847015800961,False,False
species::goldbar (thalassoma hebraicum),sargassum,ulva_gutweed,3,3,0.0,0.0,4.5,1.0,1.0,1.0,False,False
species::goldbar (thalassoma hebraicum),sargassum,ulva_salad,3,4,0.0,0.0,6.0,1.0,1.0,1.0,False,False
species::goldbar (thalassoma hebraicum),ulva_gutweed,ulva_salad,3,4,0.0,0.0,6.0,1.0,1.0,1.0,False,False
species::green (amblyglyphidodon indicus),control,fischmix,3,1,0.0,5.0,0.0,0.24821307898992362,1.0,0.620532697474809,False,False
species::green (amblyglyphidodon indicus),control,mackerel,3,3,0.0,3.0,3.0,0.5049850750938458,1.0,0.7686857204328724,False,False
species::green (amblyglyphidodon indicus),control,sargassum,3,3,0.0,1.6666666666666667,0.0,0.05934643879191985,0.8901965818787978,0.3068441456970108,False,False
species::green (amblyglyphidodon indicus),control,ulva_gutweed,3,3,0.0,0.0,4.5,1.0,1.0,1.0,False,False
species::green (amblyglyphidodon indicus),control,ulva_salad,3,4,0.0,0.25,4.5,0.5637028616507731,1.0,0.7686857204328724,False,False
species::green (amblyglyphidodon indicus),fischmix,mackerel,1,3,5.0,3.0,2.0,1.0,1.0,1.0,False,False
species::green (amblyglyphidodon indicus),fischmix,sargassum,1,3,5.0,1.6666666666666667,3.0,0.3457785861511603,1.0,0.7409541131810577,False,False
species::green (amblyglyphidodon indicus),fischmix,ulva_gutweed,1,3,5.0,0.0,3.0,0.24821307898992362,1.0,0.620532697474809,False,False
species::green (amblyglyphidodon indicus),fischmix,ulva_salad,1,4,5.0,0.25,4.0,0.2356799134290376,1.0,0.620532697474809,False,False
species::green (amblyglyphidodon indicus),mackerel,sargassum,3,3,3.0,1.6666666666666667,3.0,0.653095114932182,1.0,0.8163688936652275,False,False
species::green (amblyglyphidodon indicus),mackerel,ulva_gutweed,3,3,3.0,0.0,6.0,0.5049850750938458,1.0,0.7686857204328724,False,False
species::green (amblyglyphidodon indicus),mackerel,ulva_salad,3,4,3.0,0.25,7.0,0.8254979107046321,1.0,0.9524975892745755,False,False
species::green (amblyglyphidodon indicus),sargassum,ulva_gutweed,3,3,1.6666666666666667,0.0,9.0,0.05934643879191985,0.8901965818787978,0.3068441456970108,False,False
species::green (amblyglyphidodon indicus),sargassum,ulva_salad,3,4,1.6666666666666667,0.25,11.5,0.061368829139402156,0.8901965818787978,0.3068441456970108,False,False
species::green (amblyglyphidodon indicus),ulva_gutweed,ulva_salad,3,4,0.0,0.25,4.5,0.5637028616507731,1.0,0.7686857204328724,False,False
species::red (lutjanus bohar),control,fischmix,3,1,0.0,3.0,0.0,0.24821307898992362,1.0,0.8416417918230764,False,False
species::red (lutjanus bohar),control,mackerel,3,3,0.0,0.3333333333333333,3.0,0.5049850750938458,1.0,0.8416417918230764,False,False
species::red (lutjanus bohar),control,sargassum,3,3,0.0,0.0,4.5,1.0,1.0,1.0,False,False
species::red (lutjanus bohar),control,ulva_gutweed,3,3,0.0,0.0,4.5,1.0,1.0,1.0,False,False
species::red (lutjanus bohar),control,ulva_salad,3,4,0.0,0.0,6.0,1.0,1.0,1.0,False,False
species::red (lutjanus bohar),fischmix,mackerel,1,3,3.0,0.3333333333333333,3.0,0.3457785861511603,1.0,0.8416417918230764,False,False
species::red (lutjanus bohar),fischmix,sargassum,1,3,3.0,0.0,3.0,0.24821307898992362,1.0,0.8416417918230764,False,False
species::red (lutjanus bohar),fischmix,ulva_gutweed,1,3,3.0,0.0,3.0,0.24821307898992362,1.0,0.8416417918230764,False,False
species::red (lutjanus bohar),fischmix,ulva_salad,1,4,3.0,0.0,4.0,0.13361440253771614,1.0,0.8416417918230764,False,False
species::red (lutjanus bohar),mackerel,sargassum,3,3,0.3333333333333333,0.0,6.0,0.5049850750938458,1.0,0.8416417918230764,False,False
species::red (lutjanus bohar),mackerel,ulva_gutweed,3,3,0.3333333333333333,0.0,6.0,0.5049850750938458,1.0,0.8416417918230764,False,False
species::red (lutjanus bohar),mackerel,ulva_salad,3,4,0.3333333333333333,0.0,8.0,0.3864762307712327,1.0,0.8416417918230764,False,False
species::red (lutjanus bohar),sargassum,ulva_gutweed,3,3,0.0,0.0,4.5,1.0,1.0,1.0,False,False
species::red (lutjanus bohar),sargassum,ulva_salad,3,4,0.0,0.0,6.0,1.0,1.0,1.0,False,False
species::red (lutjanus bohar),ulva_gutweed,ulva_salad,3,4,0.0,0.0,6.0,1.0,1.0,1.0,False,False
